Order ID,Order Date,Customer ID,Region,Category,Product Name,Quantity,Unit Price,Amount
ORD-00331,2025-11-09,C0286,Nagoya,Software,Security Tool,4,9642,48210
ORD-00332,2025-04-26,C0251,Nagoya,Furniture,Office Chair,4,23117,115585
ORD-00333,2025-09-03,C0063,Sapporo,Furniture,Bookshelf,5,9930,49650
ORD-00334,2025-12-13,C0177,Osaka,Books,Programming Book,7,27316,239015
ORD-00335,2025-05-29,C0227,Nagoya,Electronics,Monitor,2,11849,23698
ORD-00336,2025-09-03,C0288,Nagoya,Office Supplies,Pen Set,9,9384,84456
ORD-00337,2025-03-12,C0272,Osaka,Electronics,Mouse,4,2163,10815
ORD-00338,2025-11-23,C0170,Fukuoka,Office Supplies,Notebook,2,14043,35107
ORD-00339,2025-02-21,C0209,Fukuoka,Office Supplies,Notebook,9,5675,51075
ORD-00340,2025-09-02,C0031,Tokyo,Office Supplies,File Folder,6,9852,59112
ORD-00341,2025-11-30,C0020,Osaka,Books,Business Book,9,24705,277931
ORD-00342,2025-08-02,C0254,Osaka,Office Supplies,Notebook,7,26319,156598
ORD-00343,2025-05-29,C0055,Nagoya,Electronics,Keyboard,5,19110,95550
ORD-00344,2025-05-26,C0253,Osaka,Software,Design Tool,9,17680,159120
ORD-00345,2025-09-16,C0058,Nagoya,Software,Accounting App,4,27003,108012
ORD-00346,2025-03-25,C0096,Tokyo,Software,Design Tool,5,24047,150293
ORD-00347,2025-06-22,C0208,Fukuoka,Furniture,Bookshelf,4,6250,25000
ORD-00348,2025-09-21,C0049,Osaka,Furniture,Desk,7,22430,157010
ORD-00349,2025-03-13,C0134,Fukuoka,Software,Accounting App,4,723,3615
ORD-00350,2025-05-01,C0299,Sapporo,Software,Accounting App,6,10394,62364
ORD-00351,2025-01-06,C0121,Tokyo,Furniture,Bookshelf,6,23200,139200
ORD-00352,2025-12-08,C0208,Sapporo,Electronics,Webcam,5,5733,35831
ORD-00353,2025-12-27,C0152,Nagoya,Furniture,Bookshelf,2,21429,53572
ORD-00354,2025-11-11,C0079,Fukuoka,Office Supplies,Pen Set,3,16169,60633
ORD-00355,2025-11-07,C0276,Osaka,Furniture,Office Chair,9,15928,179190
ORD-00356,2025-05-07,C0271,Nagoya,Books,Business Book,9,15139,136251
ORD-00357,2025-02-09,C0281,Sapporo,Books,Business Book,1,27657,27657
ORD-00358,2025-04-14,C0168,Sapporo,Books,Design Book,3,5891,22091
ORD-00359,2025-08-15,C0047,Sapporo,Electronics,Mouse,10,16517,140394
ORD-00360,2025-08-17,C0213,Fukuoka,Electronics,Webcam,3,17318,44160
ORD-00361,2025-10-16,C0012,Fukuoka,Electronics,Webcam,5,24200,121000
ORD-00362,2025-05-11,C0024,Fukuoka,Electronics,Mouse,10,2893,28930
ORD-00363,2025-06-26,C0017,Nagoya,Electronics,Keyboard,2,15968,31936
ORD-00364,2025-07-29,C0196,Fukuoka,Office Supplies,Pen Set,7,12770,75981
ORD-00365,2025-07-13,C0179,Tokyo,Software,Security Tool,9,4857,37156
ORD-00366,2025-04-02,C0115,Tokyo,Books,Programming Book,9,4672,52560
ORD-00367,2025-01-12,C0273,Fukuoka,Furniture,Office Chair,9,14397,129573
ORD-00368,2025-04-28,C0142,Osaka,Office Supplies,Copy Paper,6,5583,41872
ORD-00369,2025-02-27,C0009,Osaka,Electronics,Webcam,10,25602,256020
ORD-00370,2025-04-16,C0229,Sapporo,Electronics,Keyboard,10,1600,20000
ORD-00371,2025-12-11,C0225,Osaka,Electronics,Mouse,1,13681,17101
ORD-00372,2025-10-04,C0149,Osaka,Office Supplies,Notebook,3,17011,51033
ORD-00373,2025-10-22,C0165,Osaka,Furniture,Bookshelf,10,25814,258140
ORD-00374,2025-06-04,C0141,Tokyo,Office Supplies,Pen Set,7,10346,72422
ORD-00375,2025-10-13,C0219,Sapporo,Books,Design Book,3,21012,63036
ORD-00376,2025-09-11,C0269,Nagoya,Electronics,Monitor,7,26249,183743
ORD-00377,2025-12-23,C0193,Osaka,Software,Accounting App,3,10326,38722
ORD-00378,2025-10-03,C0074,Fukuoka,Software,Security Tool,4,10354,41416
ORD-00379,2025-01-30,C0272,Osaka,Books,Programming Book,7,18761,131327
ORD-00380,2025-07-18,C0041,Fukuoka,Office Supplies,File Folder,4,11322,38494
ORD-00381,2025-07-09,C0194,Sapporo,Electronics,Mouse,1,9296,7901
ORD-00382,2025-11-05,C0287,Osaka,Electronics,Keyboard,4,26866,134330
ORD-00383,2025-09-03,C0109,Osaka,Office Supplies,File Folder,5,1002,5010
ORD-00384,2025-03-02,C0105,Fukuoka,Software,Security Tool,10,23561,294512
ORD-00385,2025-05-03,C0239,Sapporo,Books,Programming Book,5,12973,64865
ORD-00386,2025-11-29,C0263,Fukuoka,Furniture,Office Chair,5,12284,76775
ORD-00387,2025-08-27,C0190,Nagoya,Electronics,Webcam,6,7156,36495
ORD-00388,2025-07-31,C0134,Sapporo,Electronics,Mouse,3,1031,2629
ORD-00389,2025-10-27,C0079,Osaka,Books,Design Book,7,10172,71204
ORD-00390,2025-06-18,C0126,Fukuoka,Office Supplies,Copy Paper,10,27807,278070
ORD-00391,2025-10-09,C0252,Fukuoka,Furniture,Office Chair,8,24209,193672
ORD-00392,2025-03-28,C0280,Fukuoka,Furniture,Desk,3,24103,90386
ORD-00393,2025-04-05,C0018,Tokyo,Books,Design Book,1,17668,22085
ORD-00394,2025-12-09,C0119,Tokyo,Electronics,Keyboard,7,5005,43793
ORD-00395,2025-12-29,C0234,Nagoya,Office Supplies,Notebook,4,17071,85355
ORD-00396,2025-01-31,C0250,Tokyo,Books,Design Book,10,16333,163330
ORD-00397,2025-01-04,C0009,Sapporo,Books,Design Book,7,888,6216
ORD-00398,2025-05-21,C0221,Osaka,Books,Programming Book,1,16956,16956
ORD-00399,2025-02-24,C0270,Nagoya,Electronics,Mouse,4,6789,27156
ORD-00400,2025-07-01,C0208,Fukuoka,Furniture,Office Chair,2,12724,21630
ORD-00401,2025-10-17,C0042,Tokyo,Office Supplies,Pen Set,5,22914,114570
ORD-00402,2025-02-17,C0244,Tokyo,Software,Accounting App,7,18610,130270
ORD-00403,2025-11-23,C0223,Nagoya,Electronics,Mouse,2,16879,42197
ORD-00404,2025-10-17,C0291,Fukuoka,Electronics,Keyboard,4,7427,29708
ORD-00405,2025-05-19,C0279,Sapporo,Electronics,Keyboard,5,29968,149840
ORD-00406,2025-12-03,C0107,Sapporo,Electronics,Mouse,6,1013,7597
ORD-00407,2025-03-15,C0289,Osaka,Software,Security Tool,5,5823,36393
ORD-00408,2025-10-18,C0197,Osaka,Software,Design Tool,9,11370,102330
ORD-00409,2025-12-19,C0224,Osaka,Electronics,Monitor,1,3700,4625
ORD-00410,2025-02-08,C0204,Nagoya,Furniture,Bookshelf,10,20016,200160
ORD-00411,2025-01-16,C0183,Sapporo,Furniture,Office Chair,8,7975,63800
ORD-00412,2025-07-12,C0195,Tokyo,Software,Security Tool,10,22148,188258
ORD-00413,2025-11-13,C0138,Osaka,Furniture,Desk,2,3188,7970
ORD-00414,2025-07-14,C0055,Tokyo,Office Supplies,Copy Paper,6,12319,62826
ORD-00415,2025-01-03,C0139,Tokyo,Furniture,Office Chair,6,25447,152682
ORD-00416,2025-03-09,C0286,Sapporo,Electronics,Mouse,7,15207,133061
ORD-00417,2025-09-20,C0182,Sapporo,Software,Security Tool,1,3436,3436
ORD-00418,2025-02-17,C0198,Tokyo,Books,Design Book,6,28802,172812
ORD-00419,2025-05-30,C0287,Osaka,Software,Accounting App,2,24251,48502
ORD-00420,2025-10-20,C0072,Nagoya,Books,Business Book,7,6054,42378
ORD-00421,2025-06-04,C0086,Fukuoka,Furniture,Office Chair,3,2573,7719
ORD-00422,2025-05-22,C0040,Nagoya,Software,Accounting App,8,26146,209168
ORD-00423,2025-05-09,C0101,Fukuoka,Office Supplies,Copy Paper,10,20707,207070
ORD-00424,2025-02-24,C0171,Sapporo,Office Supplies,File Folder,1,13466,13466
ORD-00425,2025-07-14,C0070,Nagoya,Furniture,Office Chair,6,14610,74511
ORD-00426,2025-06-14,C0161,Osaka,Books,Design Book,4,16196,64784
ORD-00427,2025-07-23,C0125,Nagoya,Furniture,Office Chair,8,19370,131716
ORD-00428,2025-07-12,C0289,Osaka,Furniture,Office Chair,6,4231,21578
ORD-00429,2025-10-31,C0237,Osaka,Books,Business Book,9,1381,12429
ORD-00430,2025-08-13,C0210,Fukuoka,Furniture,Bookshelf,2,27335,46469
ORD-00431,2025-03-13,C0079,Fukuoka,Furniture,Desk,5,22083,138018
ORD-00432,2025-07-13,C0299,Fukuoka,Electronics,Webcam,10,16203,137725
ORD-00433,2025-10-01,C0019,Nagoya,Books,Design Book,7,18314,128198
ORD-00434,2025-12-26,C0128,Nagoya,Books,Design Book,2,4083,10207
ORD-00435,2025-03-27,C0205,Nagoya,Books,Business Book,10,21636,270450
ORD-00436,2025-08-09,C0114,Sapporo,Electronics,Keyboard,2,8978,15262
ORD-00437,2025-09-23,C0229,Nagoya,Books,Design Book,10,7742,77420
ORD-00438,2025-07-20,C0257,Osaka,Software,Design Tool,10,23124,196554
ORD-00439,2025-06-26,C0213,Tokyo,Electronics,Webcam,2,10180,20360
ORD-00440,2025-03-01,C0234,Osaka,Office Supplies,File Folder,5,11741,73381
ORD-00441,2025-09-24,C0225,Fukuoka,Software,Accounting App,8,3698,29584
ORD-00442,2025-06-13,C0059,Tokyo,Electronics,Monitor,1,27048,27048
ORD-00443,2025-06-25,C0090,Sapporo,Electronics,Mouse,4,17408,69632
ORD-00444,2025-03-23,C0119,Fukuoka,Furniture,Bookshelf,7,15640,136850
ORD-00445,2025-11-19,C0015,Sapporo,Office Supplies,Pen Set,7,13462,117792
ORD-00446,2025-04-12,C0003,Osaka,Software,Design Tool,7,13241,115858
ORD-00447,2025-04-16,C0053,Sapporo,Furniture,Bookshelf,2,19418,48545
ORD-00448,2025-04-06,C0059,Nagoya,Furniture,Office Chair,4,15493,77465
ORD-00449,2025-12-10,C0199,Sapporo,Software,Design Tool,6,20061,150457
ORD-00450,2025-07-20,C0235,Sapporo,Books,Business Book,6,12033,61368
ORD-00451,2025-03-30,C0069,Nagoya,Furniture,Bookshelf,10,3277,40962
ORD-00452,2025-03-02,C0192,Osaka,Office Supplies,File Folder,2,6498,16245
ORD-00453,2025-09-19,C0295,Fukuoka,Software,Accounting App,10,5017,50170
ORD-00454,2025-08-05,C0089,Sapporo,Office Supplies,Copy Paper,9,23222,177648
ORD-00455,2025-03-27,C0162,Fukuoka,Software,Accounting App,3,6630,24862
ORD-00456,2025-11-14,C0070,Osaka,Electronics,Monitor,1,16379,20473
ORD-00457,2025-07-16,C0252,Fukuoka,Books,Design Book,8,13906,94560
ORD-00458,2025-12-30,C0290,Tokyo,Software,Accounting App,3,3208,12030
ORD-00459,2025-04-23,C0276,Nagoya,Furniture,Desk,5,7867,49168
ORD-00460,2025-03-28,C0262,Tokyo,Software,Design Tool,8,18513,185130
ORD-00461,2025-10-21,C0188,Sapporo,Electronics,Monitor,9,27477,247293
ORD-00462,2025-01-22,C0053,Osaka,Software,Design Tool,4,14431,57724
ORD-00463,2025-06-02,C0045,Fukuoka,Electronics,Webcam,5,11922,59610
ORD-00464,2025-03-02,C0180,Sapporo,Office Supplies,Pen Set,10,23081,288512
ORD-00465,2025-11-20,C0106,Osaka,Software,Security Tool,10,5062,63275
ORD-00466,2025-01-31,C0276,Osaka,Books,Programming Book,9,9710,87390
ORD-00467,2025-06-15,C0264,Tokyo,Furniture,Office Chair,10,9260,92600
ORD-00468,2025-03-11,C0065,Osaka,Software,Security Tool,5,28911,180693
ORD-00469,2025-05-08,C0202,Fukuoka,Office Supplies,File Folder,4,25451,101804
ORD-00470,2025-03-14,C0213,Fukuoka,Books,Design Book,5,21072,131700
ORD-00471,2025-08-20,C0143,Nagoya,Electronics,Keyboard,7,17395,103500
ORD-00472,2025-08-21,C0048,Fukuoka,Software,Accounting App,10,581,4938
ORD-00473,2025-11-22,C0112,Fukuoka,Furniture,Desk,9,13532,152235
ORD-00474,2025-04-19,C0146,Nagoya,Software,Accounting App,6,27643,207322
ORD-00475,2025-10-08,C0249,Nagoya,Books,Business Book,10,28432,284320
ORD-00476,2025-12-16,C0236,Tokyo,Electronics,Keyboard,2,21018,52545
ORD-00477,2025-03-05,C0220,Osaka,Office Supplies,Copy Paper,8,522,5220
ORD-00478,2025-12-19,C0141,Tokyo,Office Supplies,File Folder,3,29153,109323
ORD-00479,2025-12-02,C0085,Tokyo,Furniture,Office Chair,2,12684,31710
ORD-00480,2025-07-22,C0047,Tokyo,Furniture,Bookshelf,4,14565,49521
ORD-00481,2025-01-01,C0116,Sapporo,Office Supplies,Copy Paper,2,4848,9696
ORD-00482,2025-12-15,C0176,Tokyo,Software,Security Tool,1,23293,29116
ORD-00483,2025-08-05,C0197,Tokyo,Office Supplies,Copy Paper,2,8002,13603
ORD-00484,2025-02-22,C0154,Osaka,Electronics,Monitor,6,29368,176208
ORD-00485,2025-07-15,C0289,Tokyo,Office Supplies,Pen Set,2,17883,30401
ORD-00486,2025-11-09,C0110,Osaka,Office Supplies,Copy Paper,6,24172,181290
ORD-00487,2025-07-30,C0112,Tokyo,Books,Design Book,8,28679,195017
ORD-00488,2025-02-21,C0197,Nagoya,Office Supplies,Notebook,10,24420,244200
ORD-00489,2025-08-08,C0044,Osaka,Furniture,Desk,4,9575,32555
ORD-00490,2025-10-11,C0014,Nagoya,Books,Design Book,10,9836,98360
ORD-00491,2025-04-16,C0201,Nagoya,Books,Design Book,9,6681,75161
ORD-00492,2025-11-27,C0058,Osaka,Electronics,Mouse,8,13144,131440
ORD-00493,2025-09-13,C0007,Nagoya,Books,Business Book,9,29621,266589
ORD-00494,2025-06-12,C0188,Sapporo,Office Supplies,Copy Paper,10,14290,142900
ORD-00495,2025-12-16,C0035,Tokyo,Office Supplies,Copy Paper,2,1046,2615
ORD-00496,2025-05-15,C0204,Sapporo,Office Supplies,Notebook,1,26363,26363
ORD-00497,2025-05-27,C0206,Tokyo,Books,Programming Book,7,23496,164472
ORD-00498,2025-11-24,C0143,Tokyo,Books,Design Book,10,5503,68787
ORD-00499,2025-06-08,C0168,Fukuoka,Electronics,Mouse,3,18076,54228
ORD-00500,2025-10-28,C0123,Tokyo,Electronics,Monitor,7,24419,170933
ORD-00501,2025-05-06,C0029,Nagoya,Electronics,Webcam,2,15356,30712
ORD-00502,2025-12-08,C0071,Tokyo,Office Supplies,Notebook,1,23696,29620
ORD-00503,2025-03-25,C0133,Osaka,Software,Accounting App,9,17448,196290
ORD-00504,2025-07-10,C0016,Nagoya,Office Supplies,File Folder,2,25778,43822
ORD-00505,2025-08-08,C0296,Tokyo,Furniture,Bookshelf,2,9116,15497
ORD-00506,2025-09-12,C0256,Sapporo,Software,Design Tool,6,2316,13896
ORD-00507,2025-03-27,C0053,Sapporo,Furniture,Desk,5,25840,161500
ORD-00508,2025-12-12,C0023,Tokyo,Electronics,Mouse,9,584,6570
ORD-00509,2025-05-06,C0077,Osaka,Electronics,Webcam,6,13049,78294
ORD-00510,2025-01-19,C0165,Osaka,Books,Design Book,7,7856,54992
ORD-00511,2025-08-02,C0191,Tokyo,Furniture,Office Chair,2,19228,32687
ORD-00512,2025-09-15,C0265,Tokyo,Electronics,Mouse,4,26856,107424
ORD-00513,2025-07-25,C0160,Nagoya,Electronics,Webcam,5,25846,109845
ORD-00514,2025-02-14,C0103,Nagoya,Books,Programming Book,1,12588,12588
ORD-00515,2025-10-16,C0238,Nagoya,Furniture,Bookshelf,10,8448,84480
ORD-00516,2025-10-30,C0126,Osaka,Software,Security Tool,9,25419,228771
ORD-00517,2025-01-04,C0178,Tokyo,Software,Security Tool,4,18245,72980
ORD-00518,2025-06-21,C0106,Sapporo,Electronics,Webcam,5,3906,19530
ORD-00519,2025-05-02,C0144,Tokyo,Software,Accounting App,1,5165,5165
ORD-00520,2025-01-23,C0044,Sapporo,Office Supplies,Copy Paper,6,15522,93132
ORD-00521,2025-02-18,C0291,Tokyo,Books,Business Book,7,2952,20664
ORD-00522,2025-08-11,C0162,Fukuoka,Office Supplies,Pen Set,5,9052,38471
ORD-00523,2025-12-25,C0120,Tokyo,Furniture,Office Chair,8,9411,94110
ORD-00524,2025-04-14,C0085,Fukuoka,Office Supplies,Notebook,3,3962,14857
ORD-00525,2025-08-27,C0184,Osaka,Furniture,Office Chair,2,18061,30703
ORD-00526,2025-08-20,C0062,Tokyo,Furniture,Office Chair,5,28434,120844
ORD-00527,2025-03-22,C0111,Nagoya,Furniture,Bookshelf,10,1821,22762
ORD-00528,2025-03-17,C0263,Tokyo,Electronics,Mouse,6,13484,101130
ORD-00529,2025-12-13,C0208,Fukuoka,Furniture,Office Chair,3,1518,5692
ORD-00530,2025-10-12,C0053,Osaka,Books,Business Book,2,15640,31280
ORD-00531,2025-03-04,C0102,Fukuoka,Electronics,Keyboard,4,4783,23915
ORD-00532,2025-07-10,C0034,Osaka,Electronics,Monitor,2,1214,2063
ORD-00533,2025-11-27,C0170,Tokyo,Software,Security Tool,2,28263,70657
ORD-00534,2025-01-22,C0222,Fukuoka,Software,Security Tool,3,19305,57915
ORD-00535,2025-09-12,C0182,Osaka,Electronics,Webcam,7,6162,43134
ORD-00536,2025-04-06,C0077,Tokyo,Furniture,Office Chair,8,29448,294480
ORD-00537,2025-11-11,C0152,Fukuoka,Books,Design Book,4,21710,108550
ORD-00538,2025-07-30,C0144,Fukuoka,Books,Programming Book,1,3374,2867
ORD-00539,2025-03-12,C0279,Tokyo,Software,Security Tool,9,8664,97470
ORD-00540,2025-07-15,C0249,Nagoya,Furniture,Office Chair,9,26106,199710
ORD-00541,2025-10-17,C0093,Tokyo,Books,Programming Book,7,9361,65527
ORD-00542,2025-06-13,C0144,Tokyo,Books,Business Book,1,29852,29852
ORD-00543,2025-08-30,C0082,Tokyo,Books,Programming Book,10,8127,69079
ORD-00544,2025-05-07,C0029,Osaka,Office Supplies,File Folder,9,27248,245232
ORD-00545,2025-10-22,C0122,Sapporo,Software,Accounting App,3,6270,18810
ORD-00546,2025-06-12,C0181,Sapporo,Furniture,Bookshelf,1,23550,23550
ORD-00547,2025-10-16,C0159,Osaka,Office Supplies,Pen Set,8,18264,146112
ORD-00548,2025-09-09,C0113,Tokyo,Electronics,Keyboard,1,8122,8122
ORD-00549,2025-09-27,C0104,Osaka,Software,Security Tool,6,20623,123738
ORD-00550,2025-06-24,C0076,Sapporo,Office Supplies,File Folder,1,1218,1218
ORD-00551,2025-12-27,C0187,Tokyo,Office Supplies,Notebook,9,28702,322897
ORD-00552,2025-07-11,C0155,Nagoya,Software,Design Tool,2,11528,19597
ORD-00553,2025-03-11,C0163,Osaka,Office Supplies,Copy Paper,8,21772,217720
ORD-00554,2025-12-29,C0183,Osaka,Books,Design Book,10,26288,328600
ORD-00555,2025-12-07,C0151,Osaka,Books,Business Book,7,10553,92338
ORD-00556,2025-04-01,C0094,Sapporo,Electronics,Webcam,10,1561,19512
ORD-00557,2025-06-12,C0255,Osaka,Books,Business Book,10,3911,39110
ORD-00558,2025-06-19,C0086,Tokyo,Electronics,Mouse,6,10969,65814
ORD-00559,2025-12-29,C0108,Osaka,Furniture,Office Chair,1,9190,11487
ORD-00560,2025-12-21,C0056,Tokyo,Electronics,Monitor,5,26289,164306
ORD-00561,2025-01-25,C0212,Fukuoka,Software,Accounting App,7,5950,41650
ORD-00562,2025-07-13,C0246,Sapporo,Furniture,Bookshelf,7,3823,22746
ORD-00563,2025-11-30,C0018,Nagoya,Office Supplies,Pen Set,8,2915,29150
ORD-00564,2025-01-11,C0176,Osaka,Furniture,Office Chair,2,2931,5862
ORD-00565,2025-07-12,C0048,Nagoya,Office Supplies,Notebook,9,29929,228956
ORD-00566,2025-11-01,C0085,Sapporo,Books,Programming Book,1,14633,18291
ORD-00567,2025-08-11,C0106,Osaka,Office Supplies,Notebook,2,11349,19293
ORD-00568,2025-07-29,C0145,Nagoya,Books,Design Book,9,9192,70318
ORD-00569,2025-05-02,C0282,Fukuoka,Electronics,Keyboard,7,19235,134645
ORD-00570,2025-03-20,C0045,Nagoya,Electronics,Monitor,1,14511,18138
ORD-00571,2025-12-05,C0014,Osaka,Books,Programming Book,4,3678,18390
ORD-00572,2025-03-29,C0060,Nagoya,Furniture,Desk,8,28148,281480
ORD-00573,2025-07-23,C0279,Fukuoka,Software,Accounting App,5,3486,14815
ORD-00574,2025-04-05,C0229,Tokyo,Furniture,Office Chair,6,6613,49597
ORD-00575,2025-05-15,C0138,Sapporo,Software,Accounting App,5,7913,39565
ORD-00576,2025-02-01,C0177,Sapporo,Office Supplies,Notebook,2,22393,44786
ORD-00577,2025-07-31,C0199,Sapporo,Books,Business Book,9,2498,19109
ORD-00578,2025-08-03,C0121,Fukuoka,Books,Design Book,8,19266,131008
ORD-00579,2025-06-03,C0293,Sapporo,Electronics,Webcam,1,16952,16952
ORD-00580,2025-10-20,C0230,Osaka,Books,Business Book,2,25311,50622
ORD-00581,2025-03-27,C0217,Tokyo,Office Supplies,Pen Set,3,1898,7117
ORD-00582,2025-12-16,C0133,Nagoya,Software,Security Tool,3,27832,104370
ORD-00583,2025-02-04,C0283,Nagoya,Electronics,Webcam,9,13520,121680
ORD-00584,2025-05-22,C0268,Fukuoka,Books,Programming Book,1,26273,26273
ORD-00585,2025-02-27,C0299,Tokyo,Software,Security Tool,3,19066,57198
ORD-00586,2025-02-24,C0275,Nagoya,Books,Business Book,5,28925,144625
ORD-00587,2025-07-30,C0243,Tokyo,Furniture,Office Chair,8,19244,130859
ORD-00588,2025-03-30,C0206,Tokyo,Furniture,Office Chair,3,20758,77842
ORD-00589,2025-07-22,C0244,Nagoya,Furniture,Bookshelf,4,2115,7191
ORD-00590,2025-07-10,C0144,Fukuoka,Electronics,Monitor,5,10689,45428
ORD-00591,2025-12-23,C0227,Nagoya,Electronics,Mouse,3,10346,38797
ORD-00592,2025-05-18,C0227,Osaka,Software,Design Tool,2,6658,13316
ORD-00593,2025-07-28,C0029,Sapporo,Software,Design Tool,6,27403,139755
ORD-00594,2025-03-23,C0070,Sapporo,Electronics,Monitor,9,13718,154327
ORD-00595,2025-10-19,C0103,Tokyo,Electronics,Mouse,4,29177,116708
ORD-00596,2025-05-08,C0102,Nagoya,Electronics,Webcam,1,12308,12308
ORD-00597,2025-07-08,C0064,Tokyo,Software,Design Tool,7,21321,126859
ORD-00598,2025-05-04,C0091,Fukuoka,Furniture,Office Chair,10,15117,151170
ORD-00599,2025-10-28,C0133,Tokyo,Books,Programming Book,6,5858,35148
ORD-00600,2025-05-26,C0293,Osaka,Electronics,Webcam,1,5838,5838
ORD-00601,2025-04-24,C0210,Sapporo,Office Supplies,Pen Set,5,21851,136568
ORD-00602,2025-01-11,C0089,Sapporo,Electronics,Webcam,3,21713,65139
ORD-00603,2025-01-05,C0157,Nagoya,Office Supplies,File Folder,10,26881,268810
ORD-00604,2025-08-05,C0112,Fukuoka,Software,Accounting App,8,8757,59547
ORD-00605,2025-06-04,C0053,Tokyo,Books,Design Book,7,19652,137564
ORD-00606,2025-09-19,C0145,Nagoya,Furniture,Bookshelf,10,20457,204570
ORD-00607,2025-12-17,C0142,Nagoya,Electronics,Webcam,2,11519,28797
ORD-00608,2025-05-22,C0077,Sapporo,Furniture,Bookshelf,5,6672,33360
ORD-00609,2025-05-04,C0072,Tokyo,Electronics,Webcam,6,22807,136842
ORD-00610,2025-12-02,C0208,Fukuoka,Software,Accounting App,5,14215,88843
ORD-00611,2025-01-19,C0098,Nagoya,Books,Design Book,10,27239,272390
ORD-00612,2025-04-24,C0184,Sapporo,Books,Design Book,8,22515,225150
ORD-00613,2025-06-03,C0242,Osaka,Office Supplies,Pen Set,5,3698,18490
ORD-00614,2025-05-13,C0046,Osaka,Books,Business Book,6,21944,131664
ORD-00615,2025-07-01,C0170,Nagoya,Office Supplies,File Folder,7,26324,156627
ORD-00616,2025-05-14,C0061,Fukuoka,Books,Programming Book,8,28392,227136
ORD-00617,2025-01-28,C0242,Osaka,Books,Design Book,10,2833,28330
ORD-00618,2025-09-14,C0212,Tokyo,Electronics,Webcam,9,10276,92484
ORD-00619,2025-03-19,C0292,Fukuoka,Office Supplies,Pen Set,6,13908,104310
ORD-00620,2025-03-15,C0042,Fukuoka,Furniture,Bookshelf,3,26024,97590
ORD-00621,2025-06-20,C0232,Nagoya,Office Supplies,File Folder,1,654,654
ORD-00622,2025-04-18,C0046,Osaka,Office Supplies,Pen Set,8,26229,262290
ORD-00623,2025-11-11,C0220,Fukuoka,Software,Design Tool,7,13718,120032
ORD-00624,2025-07-16,C0192,Tokyo,Electronics,Keyboard,9,7034,53810
ORD-00625,2025-06-14,C0003,Osaka,Books,Business Book,1,22675,22675
ORD-00626,2025-04-26,C0197,Sapporo,Furniture,Office Chair,3,3865,14493
ORD-00627,2025-10-29,C0024,Nagoya,Furniture,Desk,2,27495,54990
ORD-00628,2025-05-29,C0269,Nagoya,Software,Design Tool,9,20041,180369
ORD-00629,2025-08-11,C0097,Osaka,Office Supplies,File Folder,8,12271,83442
ORD-00630,2025-07-26,C0068,Osaka,Electronics,Mouse,4,24327,82711
ORD-00631,2025-01-12,C0188,Tokyo,Books,Design Book,3,4535,13605
ORD-00632,2025-07-12,C0025,Tokyo,Furniture,Bookshelf,10,2092,17782
ORD-00633,2025-12-01,C0228,Fukuoka,Electronics,Keyboard,2,14156,35390
ORD-00634,2025-03-05,C0079,Osaka,Books,Programming Book,8,23498,234980
ORD-00635,2025-12-22,C0052,Sapporo,Electronics,Monitor,7,22181,194083
ORD-00636,2025-05-19,C0054,Sapporo,Books,Design Book,3,14224,42672
ORD-00637,2025-11-13,C0055,Fukuoka,Electronics,Monitor,2,26215,65537
ORD-00638,2025-04-12,C0268,Osaka,Books,Business Book,5,27746,173412
ORD-00639,2025-07-03,C0281,Fukuoka,Software,Accounting App,3,1791,4567
ORD-00640,2025-04-17,C0007,Tokyo,Software,Accounting App,4,589,2945
ORD-00641,2025-02-26,C0047,Sapporo,Books,Design Book,8,5387,43096
ORD-00642,2025-02-08,C0152,Nagoya,Electronics,Monitor,4,15466,61864
ORD-00643,2025-08-26,C0021,Nagoya,Electronics,Keyboard,3,29143,74314
ORD-00644,2025-07-04,C0024,Tokyo,Furniture,Office Chair,2,3612,6140
ORD-00645,2025-03-12,C0225,Sapporo,Office Supplies,File Folder,6,29811,223582
ORD-00646,2025-05-18,C0059,Fukuoka,Electronics,Monitor,6,6492,38952
ORD-00647,2025-07-24,C0245,Fukuoka,Software,Accounting App,7,23106,137480
ORD-00648,2025-11-29,C0031,Osaka,Office Supplies,Notebook,3,23312,87420
ORD-00649,2025-02-23,C0292,Fukuoka,Software,Design Tool,8,26788,214304
ORD-00650,2025-04-03,C0015,Osaka,Books,Programming Book,6,20532,153990
ORD-00651,2025-09-05,C0024,Tokyo,Software,Security Tool,7,14940,104580
ORD-00652,2025-05-14,C0296,Sapporo,Furniture,Desk,9,25650,230850
ORD-00653,2025-04-25,C0049,Fukuoka,Furniture,Bookshelf,9,23052,259335
ORD-00654,2025-12-05,C0198,Osaka,Office Supplies,Copy Paper,6,22248,166860
ORD-00655,2025-10-13,C0081,Sapporo,Books,Business Book,1,21582,21582
ORD-00656,2025-08-29,C0252,Nagoya,Software,Security Tool,2,25122,42707
ORD-00657,2025-05-04,C0115,Sapporo,Furniture,Office Chair,1,17111,17111
ORD-00658,2025-11-26,C0236,Fukuoka,Software,Accounting App,4,3083,15415
ORD-00659,2025-10-21,C0162,Tokyo,Software,Security Tool,8,15149,121192
ORD-00660,2025-09-12,C0019,Sapporo,Electronics,Keyboard,7,14011,98077
ORD-00661,2025-10-09,C0156,Sapporo,Electronics,Keyboard,10,20785,207850
